en,sw
But he cannot un-kill the young man.,Lakini hawezi kumwua huyo kijana.
"O what a joy, When we get to heaven","Furaha tele, Tukifika mbinguni"
"Forever, forever","Milele, milele"
3) Right and wrong are determined and defined by who God is.,3) Jambo la haki na lisilo la haki linatambuliwa na hufafanuliwa kulingana na kuelewa haswa Mungu ni nani.
"God, did you forget him?",Kweli Mungu ulimkosea
"The Psalms contain hundreds of prayers, and many of them have already put our thoughts into words.","Maandiko haipaswi kutumiwa kama aina fulani ya maneno ya uchawi, kurudia bila kutilia maanani kana kwamba maneno yenyewe yalikuwa na nguvu."
Refrain,You are doing the same today
This is exactly what God had promised.,Hiyo ndiyo yale Mungu aliyoahidi.
"The final “confirmation” of our salvation is, of course, in the future.","Mwisho ""uthibitisho"" wa wokovu wetu bila shaka, ni katika siku zijazo."
.,.
"Jacob selected more gifts for Esau, which he sent ahead with servants in waves, hoping to pacify Esau.","Yakobo akatuma wajumbe mbele yake na zawadi, akawaambia waambie Esau kwamba atafuata baadaye."
Some view the Holy Spirit as a mystical force.,Wenginehuona Roho Mtakatifu ni kama nguvu ya kushangaza.
"A female goat was the sin offering for the common person, fine flour was the sacrifice of the very poor, a young bull was offered for the high priest and the congregation as a whole, and so on.","Mbuzi wa kike alikuwa sadaka ya dhambi kwa mtu wa kawaida, unga mwembamba ilikuwa dhabihu ya masikini sana, fahali mchanga alitolewa kwa ajili ya kuhani mkuu na kutaniko kwa ujumla, na kadhalika."
"I love You Jesus, You died for me","Nakupenda Yesu, ulinifia mimi"
"Granted, while martyrdom is remarkable, it is not necessarily compelling.","Kule kuuawa kwa ajili ya imani, sio jambo la kulazimisha."
"Fortunately, the Bible reveals a Gospel based not on what we do but on what Jesus Christ has done.","Njia mbadala kuliko ile ya sola gratia ni injili ambayo inategmea wema wa mwanadamu badala ya neema ya Mungu, ambayo si injili."
Nowhere in Scripture is there any hint that Sabbath-keeping was practiced from Adam to Moses.,Hakuna maandiko katika Bibilia au dondoo lolote linaloonyesha kuwa Adamu na Musa waliitunza Sabato.
"In the New Testament, the apostle Paul instructs Christians to encourage one another with music: “Speak to one another with psalms, hymns and spiritual songs” (Ephesians 5:19).","Katika Agano Jipya, mtume Paulo anawaelekeza Wakristo  kutiana moyo  kwa muziki: ""mkisemezana kwa zaburi  na  tenzi na nyimbo  za rohoni, huku mkiimba  na kumshangilia Bwana  mioyoni  mwenu"" (Waefeso 5:19)."
Answer,Jibu
"The other, and more important, change was that God would be with him.","Nyingine, na muhimu zaidi, mabadiliko ni kwamba Mungu angeweza kuwa pamoja naye."
"Where disagreement arises among believers is their purpose, as well as the question of whether we should experience them today.","Ambapo kutokubaliana hutokea kati ya waumini ni kusudi lao, pamoja na swali la kuwa tunapaswa kupitia leo."
"In other words, we will never stop learning.","Kwa maneno mengine, hatutaacha kujifundisha."
And all others,εni nia εkika ho nyinaa
Dont go to the witch-doctors: They wont help your marriage,"Usiende kwa waganga, hawatosimamisha ndoa yako"
Any form of paganism is false doctrine.,Aina yoyote ya ukafiri ni mafundisho ya uongo.
"Because of the unfortunate existence of these self-seeking leaders, there must also come a time when we disobey man in order to obey God (Acts 4:18-20).","Mafarisayo wa wakati wa Yesu walikuwa na hatia ya kuwa ""viongozi vipofu"" (Mathayo 15:14)."
Return to:,English
"For those who have received Christ as Savior from sin, the time of Jacob’s trouble is something for which we should praise the Lord, for it demonstrates that God keeps His promises.","Hy het vir ons die ewige lewe deur Christus ons Here belowe en Hy het grond, saad en seën aan Abraham en sy fisiese nageslagte belowe."
A common way for the Arminian/Wesleyan theologians to state their position is that the atonement is unlimited in its invitation but limited in its application.,Wanatheolojia wa Waarmenia na Wesley kwa kawaida hutoa msimamo wa kwamba upatanisho hauna mpaka katika mwaliko wake lakini una mipaka katika matumizi yake.
A judge who ignores the law is betraying his office.,Hakimu mwenye anapuuza sheria anasaliti ofisi yake.
"The period of the Maccabean Revolt was one of war, violence, and infighting.","Kipindi iliyofuata alikuwa mmoja wa vita, ghasia, na Mapambano."
"God never causes sin (James 1:13), even though He has created a world where sin is possible.","Mungu kamwe hasababisha dhambi (Yakobo 1:13), ingawa Yeye ameumba ulimwengu ambapo dhambi inawezekana."
All sin is offensive to God.,Dhambi zote ni chukizo kwa Mungu.
"In His holiness, God was going to judge Nineveh.",Rudi kwa ukurasa wa nyumbani wa Kiswahili
It is true that you are lifted up,Ni kweli umeinuliwa sana
mara,Tye iye Mara
he does not sleep he does not tire nor does he change,Ye halali na hachoki na wala ye habadiliki
"The purpose of the sword of the Spirit—the Bible—is to make us strong and able to withstand the evil onslaughts of Satan, our enemy (Psalm 119:11, 33–40, 99–105).","Madhumuni ya Upanga wa Roho-Biblia-ni kututia nguvu na kutuwezesha kukabiliana na maadui ya Shetani (Zaburi 119: 11, 119: 33-40; 119: 99-105)."
Even the exercise of prayer is a blessing to us; it is because of our faith that we are stirred to persist in prayer.,"Mungu husikia mlio wetu wa umaskini kwa huruma, na utulivu Wake hutuchochea na hisia ya kuendelea katika sala."
The word “legalism” does not occur in the Bible.,"Neno ""kufuata sheria "" halionekani katika Biblia."
"Tell the devil, Im not afraid of Satan","Mwambieni huyo devo, simwogopi shetani"
sent us a Redeemer,Oh ‘stumelumthetheleli
Answer,Jibu
"There is no doubt that some sort of one-world religion under the false prophet will be a part of the end times, perhaps made up of a number of different religions, sects, and isms that are around today.","Hakuna shaka kwamba aina fulani ya dini moja ya ulimwengu chini ya nabii wa uongo itakuwa sehemu ya nyakati za mwisho, labda zinajumuisha dini mbalimbali, makundi, na fomu zilizopo hii leo."
"We all have habits, whether good or bad.","Sisi sote tuna tabia fulani, iwe nzuri au mbaya."
"Many will say to me on that day, ‘Lord, Lord, did we not prophesy in your name and in your name drive out demons and in your name perform many miracles?’ Then I will tell them plainly, ‘I never knew you.","Ndipo nitawaambia dhahiri, Sikuwajua ninyi kamwe; ondokeni kwangu, ninyi mtendao maovu."""
It is a process surrendering our own will to that of our Father’s.,Ni mchakato wa kusalimisha mapenzi yetu yenyewe kwa yale ya Baba wetu.
A continual pattern of excusing evil leads to a hardening of the conscience.,Tunapoendelea kuruhusu uovu basi tunasababisha ugumu wa dhamiri.
God calls Abraham out from his home in Haran and tells him to go to a land that He will show to him.,Kitu kinachomfanya Ibrahimu kuwa maalum ni kwamba alimtii Mungu.
The logic of these viewpoints is sorely lacking.,Utata wa mtazamo huu hasa umekosa.
There were many highs and lows in Isaiah’s life.,Kulikuwa na mengi ya kufurahia na pia ya kuhuzunisha katika maisha ya Isaya.
Answer,Jibu
Answer,Jibu
Jesus’ experience in the desert helps us to see these common temptations that keep us from serving God effectively.,Jesus se ondervinding in die woestyn help ons om te sien hoedat hierdie algemene versoekings ons daarvan weerhou om God effektief te dien.
"For ourselves, we should pray as David prayed, always aware of our sin and bringing it before God before it hinders our relationship with Him and thwarts our prayers.","Kwa wenyewe, ni lazima tuombe kama Daudi aliomba, daima tukiwa na ufahamu ya dhambi zetu na kuzileta mbele ya Mungu kabla zizuie uhusiano wetu na yeye na kupotosha maombi yetu."
God could easily handle this problem—why doesn’t He?,Mungu anaweza kushughulikia shida hii kwa urahisi-basi kwa nini asifanye hivyo?
"In so doing, the wife takes the headship authority (Ephesians 5:22-33) upon herself, and that is outside of God’s order.",Vivyo hivyo wanawake wanapaswa kutembea kwa kutii amri ya Mungu na kujiwasilisha Kwake (Waefeso 5:22).
"Since it holds that sin is an impersonal and fixable error, Buddhism does not agree with the doctrine of depravity, a basic doctrine of Christianity.","Tangu unashikilia kwamba dhambi ni ya kibinafsi na ni makosa yanaoweza rekebishwa, Ubuddha hakubaliani na mafundisho ya mkengeuko pia ni mafundisho ya msingi ya Ukristo."
"God’s promise to His children is a promise to meet our needs, not our wants.",Ahadi ya Mungu kwa watoto wake ni ahadi ya kutimiza mahitaji yetu na sio haja zetu.
We know that the wages of sin is death (Romans 6:23) and that our sin separates us from God.,Tunajua kwamba mshahara wa dhambi ni mauti (Warumi 6:23) na dhambi zetu zinatutenga kutoka kwa Mungu.
The Song of Solomon (also called in some translations the Song of Songs) is a love story that speaks of the pleasures of marriage.,Kitabu cha Wimbo wa Suleimani ni hadithi ya mapenzi inayozungumzia raha za ndoa.
"From the very start in the Bible, God refers to Himself using masculine pronouns: “So God created mankind in his own image, in the image of God he created them; male and female he created them” (Genesis 1:27).","Aliwaumba mwanamume na mwanamke"" (Mwanzo 1:27)."
"“For Christ died for sins once for all, the righteous for the unrighteous, to bring you to God” (1 Peter 3:18).","""Kwa maana Kristo naye aliteswa mara moja kwa ajili ya dhambi, mwenye haki kwa ajili yao wasio haki, ili atulete kwa Mungu; mwili wake akauawa, bali roho yake akahuishwa"" (1Petro 3:18)."
The Revelation is lavish in colorful descriptions of the visions which proclaim for us the last days before Christ’s return and the ushering in of the new heaven and new earth.,"Katika sura ya 20, Kristo anamfunga Shetani na kumtupwa katika shimo la kuzimu."
"Conditions believed to have existed on earth are either incapable of producing the building blocks needed, or self-contradictory.","Hali zilizoaminika kuwepo duniani haziwezi kuzalisha vitalu vya ujenzi vinavyohitajika, au kujitegemea."
From the time of “Jesus is Lord”,Toka zile enzi za “Jesu ni Mwathani”
God told Noah to,"Mungu kamwambia, Nuhu kwamba"
Questions about Creation,English
I do not forget to complain,Siwezi sahau kulalamika
"For example, Moses is estimated to have been born in 1526 BC and Joshua to have entered the Promised Land approximately 1406 BC.","Kwa mfano, inakadiriwa kuwa Musa alizaliwa mwaka wa 1526 BC na Yoshua aliingia Nchi ya Ahadi karibu 1406 BC."
His holiness epitomizes His moral perfection and His absolute freedom from blemish of any kind (Psalm 89:35; 92:15; Romans 9:14).,"Utakatifu wake husababisha ukamilifu wake wa kimaadili na uhuru wake kabisa kutoka kwa uovu wa aina yoyote (Zaburi 89:35, 92:15; Warumi 9:14)."
"For example, whether a church observes communion once a week or once a month is not really important.","Kwa sababu Yesu hakutoa maagizo mahususi, ya hatua kwa hatua kuhusu ibada hiyo, kwa kawaida, kuna mabishano kuhusu jinsi na vipi na lini, na nini hasa mkate na divai vinawakilisha."
For if it was not for You,Maana kama si wewe
"God has broken open Time’s box through the Incarnation of His Son, the Lord Jesus Christ.","Mungu amefungua wazi sanduku la wakati kwa njia ya kufanyika mtu halisi kwa Mwanawe, Bwana Yesu Kristo."
"Those people believed and then took God’s message of salvation back to their homelands, and the gospel spread.","Licha ya mashambulizi katika historia zima ya kuondoa kabisa Ukristo, ujumbe wa Injili unaendelea kuenea kama maisha yanabadilishwa na upendo wa Yesu."
"Mark 5:25-30 relates the story of a woman who had trouble with continual bleeding, a problem that physicians could not heal even though she had been to many of them and had spent all of her money.","Mariko 5: 25-30 yahusiana na hadhiti ya mwanamke aliye kuwa na shida ya uvujaji damu, shida ambayo matabibu hawangeweza kuitibu ingawa alikuwa amewatembelea madaktari wengi na akatumia pesa zake zote alizokuwa nazo."
"It is definitely a sin to swear (curse, cuss, etc.).","Ni dhahiri kuapa ni dhambi (laana, lugha chafu, nk)."
"Most churches or denominations that hold to hyper-Calvinistic theology are marked by fatalism, coldness, and a lack of assurance of faith.","Makanisa mengi au madhehebu ambayo yanashikilia teolojia ya Ukalvini-sismuzi unatambulika kwa alama ya ufadhila, baridi, na ukosefu wa uhakizo wa imani."
Help Them,Repeat: Wasaidie
Answer,Jibu
They adopt the attitude that the Creator of the universe owes them evidence of His existence beyond what He has already lavishly given (Psalm 19:1; 102:25; Romans 1:20).,Matukio ya zamani yameacha majeraha kwa kina kwamba ni rahisi kukana ukweli wa Mungu kuliko kukubali kwamba wanamchukia.
"To begin with, we have demonstrably sincere eyewitness testimony.","Kwa kuanzia, tumeonyesha ukweli wa shuhuda za ushahidi."
"Those who hold to peccability believe that, if Jesus could not have sinned, He could not have truly experienced temptation, and therefore could not truly empathize with our struggles and temptations against sin.","Wale ambao ni wa mtizamo kuwa Yesu alikua na uwezo wa kutenda dhambi lakini hakutenda dhambi kuamini, kama Yesu hakuweza kufanya dhambi, Yeye hakuweza pitia majaribu sahii na kuwa na ule uzoefu, na kwa hivyo hawezi kamwe kuwa na hisia na mapambano yetu na majaribu dhidi ya dhambi."
"Revelation 1:1,4,9 and 22:8 specifically identify the author of the Book of Revelation as the apostle John.","La muhimu katika kutafsiri Biblia, hasa kwa kitabu cha Ufunuo, ni kuwa na ufafanusi thabiti."
"Still, Gideon asked for two more signs because of his own insecurity.","Hata hivyo, Gideoni aliomba ishara mbili zaidi kwa sababu ya usalama wake."
"Verse 14 says, “You were anointed as a guardian cherub, for so I ordained you.” Apparently, Lucifer/Satan had a position of guardian angel in heaven “among the fiery stones,” thought to be the shining precious jewels that are seen in other descriptions of heaven (Exodus 24:10; Revelation 21:18–21).","Mstari wa 13 unasema alikuwa ""katika Edeni, bustani ya Mungu."""
"Being conceived with original sin upon us (Psalm 51:5) results in our inheriting a sin nature so wicked that Jeremiah 17:9 describes the human heart as “deceitful above all things and beyond cure.” Not only was Adam found guilty because he sinned, but his sin was imputed to us, making us guilty and deserving of his punishment (death) as well (Romans 5:12, 19).","Fundisho hili laenda kinyume na ukweli kwamba wote hubeba adhabu ya dhambi, ingawa wote hawakuweza kufanya dhambi sawia na Adamu (1 Wakorintho 15:22; Warumi 5:12-18)."
"Although only in heaven will we be perfect, a child of God will not habitually, unrepentantly sin.","Ingawa ni mbinguni pekee tutakuwa wakamilifu, mwana wa Mungu hawezi kuwa na mazoea, ya kuendelea kutenda dhambi bila kutubu."
"(Note that this does not necessarily vilify all human-caused deaths, such as capital punishment or war.","(Kumbuka kwamba hii haina maana ya vifo vinavyosababishwa na binadamu, kama vile adhabu ya kijiji au vita."
"She stepped ahead of God and tried to handle His business on her own by foolishly sending her handmaid, Hagar, to Abraham to bring forth the child God had promised.",Baada ya haya kutimizika Bwana akampa Ibrahimu majaribu kwa kumwambia amtoe mtoto wake Isaka dhabihu.
I want to speak with you so I could save you,"Nataka ninene nawe, ili nikuokoe"
"Jesus Christ, God incarnate, came to the earth to pay for our sins and give us the gift of eternal life: “He was pierced for our transgressions, he was crushed for our iniquities; the punishment that brought us peace was upon him, and by his wounds we are healed” (Isaiah 53:5).","“Alijeruhiwa kwa makosa yetu, Alichubuliwa kwa maovu yetu; Adhabu ya amani yetu ilikuwa juu yake, Na kwa kupigwa kwake sisi tumepona’’ (Isaya 53:5)."
"According to the terms of the New Covenant, every believer is given the Holy Spirit (Ephesians 1:13).","Kulingana na maneno ya Agano Jipya, kila muumini amepewa Roho Mtakatifu (Waefeso 1:13)."
"To summarize the differences between spiritual gifts and talents: 1) A talent is the result of genetics and/or training, while a spiritual gift is the result of the power of the Holy Spirit.","Kwa kufupisha tofauti kati ya karama za kiroho na vipaji: 1) Kipaji ni matokeo ya jenetiki / au mafunzo, huku karama ya kiroho ni matokeo ya nguvu ya Roho Mtakatifu ."
What else can\xa0 I do?,"Ni nini nitado, ni nini nitafanya"
"Buddhism sees this as the answer to the question “how do we correct what is wrong with mankind?” In practice, the Third Noble Truth calls for eliminating absolutely all desires, good, bad, and otherwise.","Katika mazoezi, Neno la Tatu la Kweli linahitaji kuondoa kabisa tamaa zote, nzuri, mbaya, na vinginevyo."
"The Bible also declares that the Christian is to be passionate and determined in his/her sharing with unbelievers; as ambassadors for Christ, we are to ""beg"" people to be reconciled to God (2 Corinthians 5:20-21).","Biblia pia inasema kuwa Mkristo ni kuwa na shauku na kuamua katika kushirikiana kwake na wasioamini; kama mabalozi wa Kristo, tunapaswa 'kuomba' watu ili kuunganishwa na Mungu (2 Wakorintho 5: 20-21)."
Or what fellowship can light have with darkness?” (2 Corinthians 6:14).,"""(2 Wakorintho 6:14)."
Some Bible interpreters believe that there will be absolutely no chance for salvation after the rapture.,Watafsiri wengine wa Biblia wanaamini kuwa hakutakuwa na nafasi kabisa ya wokovu baada ya Unyakuo.
Sikhism arose as an attempt to harmonize Islam and Hinduism.,Sikhism iliinuka kama jaribio la kupatanisha Uislamu na Kihindu.
"The armies of heaven were following him, riding on white horses and dressed in fine linen, white and clean.","Na majeshi yaliyo mbinguni wakamfuata, wamepanda farasi weupe na kuvikwa kitani nzuri, nyeupe, safi."
There are also external evidences that indicate the Bible is truly the Word of God.,Hili pia huthibitisha ya kuwa hili kweli ni neno la Mungu.
The result was the rise of different nations and cultures.,Matokeo yake ikawa ni kuongezaka kwa mataifa tofauti na tamaduni mbalimbali.
"Undue emphasis on tradition. Some churches claim to believe the Bible, but their interpretation is always filtered through the established traditions of their church.","Ni huzuni kusema, tafsiri nyingi za Biblia ni msingi mwenyewe kwa mtu binafsi, upendeleo na mafundisho yake hafifu."
But my coming glory is forever,Yaani fani wa utukufu wa milele
The Textus Receptus was a manuscript of the Bible that was compiled by a man named Erasmus in the 1500s A.D.,Textus Receptus ilikuwa hati ya Biblia iliyoandaliwa na mtu mmoja aitwaye Erasmus katika miaka ya 1500 baada ya Kristo.
"This glorious city, with its streets of gold and pearly gates, is situated on a new, glorious earth.",Utakuwa katika nchi mpya ambapo milango yake na njia zake zitakuwa sha dhahabu
In the beginning God created Adam,'Hapo mwanzo mungu alimwumba Adamu
“Cast all your anxiety [and your impatience and frustration] on him because he cares for you” (1 Peter 5:7).,"""Mwekeeni matatizo yenu yote, maana yeye anawatunzeni "" (1 Petro 5: 7)."
"Noteworthy, however, is the language Christ uses in addressing these separated groups.",Agano Jipya ni wazi pia na jinsi tunapaswa kutunza maskini.
(4) The Jews had no authority to execute anyone.,(4) Wayahudi hawakuwa na mamlaka ya kumwua yeyote.
All human beings are sinners because we are born in sin.,Watu wote ni wenye dhambi kwa sababu tunazaliwa katika dhambi.
Judah also spoke of his pledge to Jacob and offered his life for Benjamin’s (Genesis 44).,Yuda pia alizungumza juu ya ahadi yake kwa Yakobo na akatoa maisha yake kwa ajili ya maisha ya Benyamini (Mwanzo 44).
What is the purpose of Jesus interceding for us in Heaven?,Ni kwa sababu ya Mpatanishi mkuu kwamba tunaweza kusimama mbele ya Mungu tukivikwa haki ya Kristo Mwenyewe.
Sung in Twi,'
"This is the wrath of man, of which we are told “Everyone should be quick to listen, slow to speak and slow to become angry, for man’s anger does not bring about the righteous life that God desires” (James 1:19-20).","Basi kila mtu na awe mwepesi wa kusikia, bali si mwepesi wa kusema, wala kukasirika."
The Bible says what it means and means what it says.,Biblia inasema kile inachomaanisha na inamaanisha kile isemacho.
The most important test of any experience is comparing it with the Bible.,Jaribio muhimu zaidi la uzoefu wowote ni kulinganisha hilo na Biblia.
The salvation Jesus provides has released us from Satan’s stranglehold.,Rudi kwa ukurasa wa nyumbani wa Kiswahili
"The phrase ""the time of Jacob’s trouble"" is a quote from Jeremiah 30:7 which says, ""Alas!","Die frase ""'n tyd van swaarkry vir Jakob"" is 'n aanhaling van Jer 30:7 wat sê, ""Daar wag ellende!"
Sin has consequences which the sinner often disregards.,Dhambi ina matokeo ambayo mara nyingi mwenye dhambi hupuuza.
"Second, nowhere in Scripture are believers told to be baptized with, in or by the Spirit, or in any sense to seek the baptism of the Holy Spirit.","Pili, hamna mahali katika Bibilia Wakristo wameelezwa wabatizwe, ndani ya, au kwa Roho au kwa vyovyote vile watafute ubatizo wa Roho Mtakatifu."
It is confidence in the knowledge that children who die before they reach the age of accountability go to heaven.,Ni ujasiri katika ujuzi kwamba watoto ambao hufa kabla ya kufikia umri wa uwajibikaji wanaenda mbinguni.
"When claiming one of God’s promises from Scripture, we should keep the following principles in mind:","Wakati wa kudai mojawapo ya ahadi za Mungu kutoka kwa Maandiko, tunapaswa kuweka kanuni zifuatazo katika akili:"
The Wailing Wall is on the western side of the Temple Mount in the Old City of Jerusalem.,Ukuta wa Kulia ni upande wa magharibi wa Mlima wa Hekalu katika Jiji la Kale la Yerusalemu.
This irony is only a small part of what happened in Joseph’s life; God’s paradoxical movement is obvious through all of Joseph’s history.,Kinaya hii ni sehemu ndogo tu ya kile kilitokea kwa maisha ya Yusufu; harakati ya Mungu ya sadifa ni dhahiri katika historia ya Yusufu.
The key to harmony in families is not one we naturally want to apply.,The key to harmony in families is not one we naturally want to apply.
Answer,Jibu
Then He took the children in His arms and blessed them (verse 16).,Kisha akawachukua watoto mikononi mwake na kuwabariki (mstari wa 16).
"We are told to pray without ceasing (1 Thessalonians 5:17), which means we should maintain an attitude of prayer and receptiveness in order to verbalize prayer to God whenever He leads.","Tunaambiwa tuombe bila kukoma (1Wathesaloniki 5:17), kumaanisha tunapaswa kudumisha nia ya maombi na mtazamo ili tusungumze maombi kwa Mungu wakati yu aongoza."
The different genres can overlap.,Sajala tofauti zinaweza kukinzana.
"And her full-brother, Absalom, was so disgusted with the situation that he murdered Amnon.","kwa hofu na aibu ya kuwa bado hajaolewa.Absalomu, ndugu yake wa kweli alikasirika sana hata akamuua Amnon."
This interpretation is unbiblical for the following reasons: 1) How could praying in tongues be a private prayer language if it is to be interpreted (1 Corinthians 14:13-17)?,Tafsiri hii haikubaliani na wale ambao mtazamo wao dhidi ya kuomba katika lugha kama lugha ya maombi.
"We want to do what is right in the sight of God, yet we are weak.","Tunataka kufanya kilicho jema mbele za Mungu, lakini sisi tu wadhaifu."
"The church was to be separate, breaking ties with heresy.","Kanisa lilikuwa lijitenge , kuvunja uhusiano na uzushi."
"Koinonia’s primary meaning is “fellowship, sharing in common, communion.” The first occurrence of koinonia is Acts 2:42, “They devoted themselves to the apostles' teaching and to the fellowship, to the breaking of bread and to prayer.” Christian fellowship is a key aspect of the Christian life.","Maana ya kimusing ya koinonia ni ""ushirika, kushiriki pamoja, chakula."""
"People often get married because it just “feels right.” In the early stages of dating, and even of marriage, you see the other person coming, and you get butterflies in your stomach.","Mara nyingi watu huolewa kwa sababu  ""inahisika vizuri."""
One of King Manasseh’s evil deeds was that he “took the carved Asherah pole he had made and put it in the temple” (2 Kings 21:7).,"Moja ya matendo maovu ya mfalme Manase ni kwamba ""akaiweka sanamu ya kuchongwa ya Ashera aliyoifanya ndani ya hekalu"" (2 Wafalme 21:7)."
I am a new Christian.,"Kama jibu lako kwa maswali haya ni, Naam, basi kwa ufupi iweke tumaini yako kwa Yesu kama mwokozi wako."
"We may not value the wisdom they have acquired through living long lives, and we can discredit their advice as “outdated.”","Hatuwezi kuthamini hekima waliyopewa kupitia maisha ya muda mrefu, na tunaweza kudharau ushauri wao kama ""uliopitwa."""
"Once a year, on the Day of Atonement (Yom Kippur), the Levitical high priest would enter the Holy of Holies in the temple and sprinkle the blood of the sacrifice on the mercy seat.","Mara moja kwa mwaka, katika Siku ya Upatanisho (Yom Kippur), Kuhani Mkuu wa Walawi angeingia katika Patakatifu pa watakatifu na kuinyunyiza damu ya sadaka kwenye kiti cha rehema."
"From this they conclude that those who hold to sola fide (“faith alone”) teach that no corresponding need exists for a committed life of Christian discipleship as proof of salvation; however, that is not what sola fide means.",Tunaokolewa kwa neema kupitia imani (Waefeso 2: 8).
Those commands are found in the Bible (John 14:15).,Amri hizo zinapatikana katika Biblia (Yohana 14:15).
Answer,Jibu
Another example would be that one person might be jealous or envious of another because of his or her beauty.,Mfano mwingine ni ule kwamba mtu mmoja anaweza kuwa na wivu au tamaa ya mwingine kwa sababu ya urembo wake.
"Jesus said, “No, I tell you; but unless you repent, you will all likewise perish” (Luke 13:3; cf.","Yesu akasema, ""La, nawaambia; msipotubu, ninyi nyote mtaangamia ""(Luka 13: 3, tazama 17: 3-4; 2 Petro 3: 9)."
"Unfortunately, our sin has barred the way to heaven.","Kwa bahati mbaya, dhambi zetu zimezuia njia ya kwenda mbinguni."
This hope of a bodily resurrection is at the very heart of the Christian faith (1 Corinthians 15:12-19).,Matumaini haya ya ufufuo wa mwili yako ndani ya moyo wa imani ya Kikristo (1 Wakorintho 15:12-19).
"So why the sad face, ma?",So haja gani ushike tama mama
It seems that one of the hardest things for Christians to remember is that it is not a sin to be pregnant.,Inaonekana kwamba mojawapo ya mambo magumu sana kwa Wakristo kukumbuka ni kwamba sio dhambi kuwa na mimba.
"The Holy Spirit is unique and is not the Father or the Son (He proceeds from the Father and the Son, John 15:26).","Roho Mtakatifu ni wa ajabu na sio Baba wala Mwana (Yeye hutoka kwa Baba na Mwana, Yohana 15:26)."
We see a perfect example of this in Luke 7:50.,"Sehemu muhimu ya Waebrania 11: 6 inatuambia kwamba ""Anawapa thawabu wale wanaomtafuta kwa bidii."""
"In considering glorification, we should focus on Christ, for He is every Christian’s “blessed hope”; also, we may consider final glorification as the culmination of sanctification.","Katika kuzingatia utukufu, tunapaswa kuwa na lengo katika Kristo, kwa maana Yeye ni ""tumaini lenye baraka"" kwa kila Mkristo; pia, tunaweza kuzingatia utukufu wa mwisho kama hatima ya utakaso."
"Man-made philosophy, while a valid field of study in its own right, can never arrive at the truth of the gospel on its own.","Mafilosofia ya mwanadamu, ni nyanja sahihi ya kujifunza kwa haki yake, haiwezi kamwe kufikia ukweli wa injili peke yake."
"For in todays world, people practice favoritism","Maana dunia ya leo, watu wanapendeleana"
Jesus was clear that “no one can see the kingdom of God unless they are born again” (John 3:3).,"Yesu alikuwa wazi kwamba ""hakuna mtu anayeweza kuuona ufalme wa Mungu isipokuwa wamezaliwa tena"" (Yohana 3: 3)."
David’s servants were surprised to hear this.,Daudi aliyaitikia haya kwa kuomboleza na kuomba kwa ajili ya mtoto.
Answer,"""Kwa nini niko hapa?"""
"No matter how “good” we are, we can never measure up to God’s standard of holiness (Romans 3:23; Matthew 19:17; Isaiah 64:6).","Haijalishi ""uzuri"" tulionao, hatuwezi kupimana na kiwango cha Mungu cha utakatifu (Warumi 3:23; Mathayo 19:17; Isaya 64: 6)."
"The church’s foundation has been laid (Ephesians 2:20), and the eternal “seal” or inscription sums up the two aspects of faith—trust in God and departure from sin (see Mark 1:15).",(2 Timotheo 2:19).
Acts 1:18–19 continues the story of what happened after Judas’ death and gives some additional information.,Matendo 1: 18-19 inaendeleza hadithi ya kile kilichotokea baada ya kifo cha Yuda na kutupa maelezo ya zaidi ziada.
How we respond to God’s offer of salvation determines our destiny (John 3:16-18).,Namna tunayoitikia fursa ya Mungu ya wokovu itaamua hatima yetu (Yohana 3:16-18).
Without you I would not be here,Pasipo wewe singekuwepo
The clear definition of marriage is the union of one man and one woman for life.,"Ingawa watu wengine katika Maandiko walikuwa na wake wengi, ni wazi kutokana na akaunti ya uumbaji kwamba mpango wa Mungu wa ndoa ulikuwa mume mmoja na mwanamke mmoja."
Pornography is addictive (1 Corinthians 6:12; 2 Peter 2:19) and destructive (Proverbs 6:25-28; Ezekiel 20:30; Ephesians 4:19).,"Ponografia humvutia mtu na kuwa mazoea (1 Wakorintho 6:12; 2 Petero 2:19), na ni ya kuharibu (Methali 6:25-28; Ezekieli 20:30; Waefeso 4:19)."
"During a battle with the Amelekites, Joshua, the commander of the Israelite army, had victory only when Moses’ hands were raised.","Wakati wa vita dhidi ya Wamaleki, Yoshua, jemadari wa jeshi la Israeli, alikuwa na ushindi tu wakati mikono ya Musa ilikuwa imeinuliwa."
Miscellaneous Bible Questions,English
Teaching children the truths of Scripture will make them wise for salvation (2 Timothy 3:15); thoroughly equip them to do good works (2 Timothy 3:17); prepare them to give an answer to everyone who asks them the reason for their hope (1 Peter 3:15); and prepare them to withstand the onslaught of cultures bent on indoctrinating young people with secular values.,Kuwafundisha watoto ukweli wa Maandiko utawafanya wawe wenye busara kwa ajili ya wokovu (2 Timotheo 3:15); kuwawezesha kabisa kufanya kazi nzuri (2 Timotheo 3:17); watayarishe kutoa jibu kwa kila mtu anayewauliza sababu ya tumaini lao (1 Petro 3:15); na watayarishe kuhimili shambulio la tamaduni linalo uwezo katika kuwafundisha vijana wenye maadili ya kidunia.
"Not only can we take the Bible literally, but we must take the Bible literally.","Sio tu tunaweza kuchukua Biblia kihalisi, lakini ni lazima tuchukue Biblia kihalisi."
